Subject,session,score
72,27,163
73,0,119
73,1,111
73,2,123
73,3,104
73,4,95
73,5,77
73,6,67
73,7,55
73,8,61
73,9,47
73,10,66
73,11,47
73,12,65
73,13,51
73,14,44
73,15,64
73,16,56
73,17,34
73,18,52
73,19,30
73,20,16
73,21,14
73,22,-7
73,23,13
73,24,5
73,25,28
73,26,49
73,27,62
73,28,62
73,29,75
73,30,78
73,31,88
73,32,83
73,33,71
73,34,56
74,0,116
74,1,109
74,2,128
74,3,146
74,4,150
74,5,171
74,6,172
74,7,172
74,8,154
74,9,169
74,10,169
74,11,169
74,12,177
74,13,201
74,14,202
74,15,185
74,16,199
74,17,212
74,18,209
74,19,184
74,20,200
74,21,182
74,22,167
74,23,173
74,24,190
74,25,201
74,26,179
74,27,180
74,28,175
74,29,154
74,30,141
74,31,146
74,32,155
74,33,147
74,34,137
74,35,142
74,36,164
74,37,154
74,38,178
74,39,193
74,40,195
74,41,196
74,42,175
74,43,151
74,44,174
75,0,107
75,1,97
75,2,101
75,3,104
75,4,117
75,5,112
75,6,113
75,7,106
75,8,100
75,9,118
75,10,129
75,11,122
75,12,110
75,13,89
75,14,77
75,15,71
75,16,73
75,17,51
75,18,50
75,19,36
75,20,42
75,21,38
75,22,14
75,23,17
75,24,-5
75,25,18
75,26,37
75,27,57
75,28,33
75,29,16
75,30,-6
75,31,-13
75,32,-11
75,33,-31
75,34,-19
76,0,114
76,1,116
76,2,129
76,3,145
76,4,168
76,5,143
76,6,142
76,7,132
76,8,124
76,9,117
76,10,101
76,11,93
76,12,104
76,13,116
76,14,92
76,15,72
76,16,95
76,17,83
76,18,62
76,19,61
76,20,70
76,21,82
76,22,70
76,23,75
76,24,79
76,25,83
76,26,94
76,27,118
76,28,136
76,29,132
76,30,126
76,31,103
76,32,92
76,33,95
76,34,99
76,35,96
76,36,101
76,37,104
76,38,125
77,0,104
77,1,102
77,2,86
77,3,105
77,4,87
77,5,100
77,6,79
77,7,57
77,8,50
77,9,26
77,10,32
77,11,43
77,12,41
77,13,50
77,14,31
77,15,25
77,16,15
77,17,-9
77,18,-4
77,19,-12
77,20,-37
77,21,-29
77,22,-46
77,23,-63
77,24,-62
77,25,-46
77,26,-46
77,27,-54
77,28,-30
77,29,-53
77,30,-35
77,31,-60
77,32,-43
78,0,111
78,1,98
78,2,109
78,3,118
78,4,130
78,5,115
78,6,120
78,7,103
78,8,115
78,9,97
78,10,103
78,11,81
78,12,90
78,13,90
78,14,74
78,15,82
78,16,83
78,17,98
78,18,108
78,19,108
78,20,122
78,21,120
78,22,117
78,23,138
78,24,151
78,25,134
78,26,142
78,27,157
78,28,136
79,0,110
79,1,103
79,2,120
79,3,104
79,4,119
79,5,102
79,6,117
79,7,99
79,8,83
79,9,82
79,10,58
79,11,63
79,12,38
79,13,31
79,14,15
79,15,39
79,16,37
79,17,29
79,18,30
79,19,42
79,20,49
79,21,38
79,22,23
79,23,24
79,24,0
79,25,-20
79,26,-33
79,27,-18
79,28,-14
79,29,5
79,30,0
79,31,-23
79,32,-32
79,33,-34
79,34,-36
79,35,-17
79,36,-13
80,0,110
80,1,86
80,2,81
80,3,76
80,4,78
80,5,66
80,6,45
80,7,20
80,8,7
80,9,12
80,10,-6
80,11,-7
80,12,13
80,13,27
80,14,41
80,15,50
80,16,53
80,17,33
80,18,52
80,19,58
80,20,56
80,21,67
80,22,65
80,23,69
80,24,73
80,25,70
80,26,83
80,27,68
80,28,52
80,29,61
80,30,52
80,31,61
80,32,61
80,33,63
81,0,110
81,1,89
81,2,97
81,3,98
81,4,118
81,5,108
81,6,90
81,7,65
81,8,82
81,9,80
81,10,88
81,11,83
81,12,89
81,13,77
81,14,86
81,15,77
81,16,73
81,17,93
81,18,75
81,19,68
81,20,44
81,21,60
81,22,70
81,23,70
81,24,88
81,25,111
81,26,118
81,27,124
81,28,119
81,29,106
81,30,97
81,31,77
81,32,101
81,33,114
81,34,97
81,35,110
82,0,116
82,1,114
82,2,113
82,3,104
82,4,109
82,5,89
82,6,90
82,7,81
82,8,71
82,9,53
82,10,41
82,11,31
82,12,10
82,13,14
82,14,0
82,15,-19
82,16,5
82,17,9
82,18,-13
82,19,0
82,20,-2
82,21,-1
82,22,3
82,23,1
82,24,-17
82,25,-6
82,26,-25
82,27,-9
83,0,110
83,1,102
83,2,87
83,3,71
83,4,73
83,5,95
83,6,101
83,7,96
83,8,80
83,9,57
83,10,61
83,11,60
83,12,75
83,13,88
83,14,98
83,15,95
83,16,100
83,17,103
83,18,91
83,19,95
83,20,84
83,21,88
83,22,75
83,23,55
83,24,46
83,25,42
83,26,18
83,27,34
83,28,24
83,29,9
83,30,-10
83,31,-2
83,32,7
83,33,16
84,0,104
84,1,85
84,2,85
84,3,109
84,4,101
84,5,123
84,6,106
84,7,85
84,8,72
84,9,51
84,10,49
84,11,43
84,12,18
84,13,6
84,14,-14
84,15,-1
84,16,-21
84,17,-23
84,18,-48
84,19,-54
84,20,-75
84,21,-84
84,22,-79
84,23,-74
84,24,-92
84,25,-94
84,26,-102
84,27,-101
84,28,-117
84,29,-102
84,30,-85
85,0,116
85,1,107
85,2,109
85,3,113
85,4,126
85,5,103
85,6,80
85,7,102
85,8,90
85,9,108
85,10,125
85,11,145
85,12,149
85,13,130
85,14,111
85,15,97
85,16,75
85,17,57
85,18,36
85,19,52
85,20,63
85,21,63
85,22,72
85,23,72
85,24,92
85,25,92
85,26,112
85,27,122
85,28,125
85,29,145
85,30,150
85,31,159
85,32,159
85,33,159
85,34,150
85,35,144
85,36,139
85,37,160
85,38,151
85,39,164
85,40,182
85,41,198
86,0,117
86,1,121
86,2,124
86,3,134
86,4,148
86,5,142
86,6,166
86,7,159
86,8,151
86,9,129
86,10,124
86,11,115
86,12,122
86,13,123
86,14,102
86,15,90
86,16,93
86,17,98
86,18,76
86,19,81
86,20,96
86,21,109
86,22,117
86,23,102
86,24,104
86,25,123
86,26,98
86,27,117
86,28,104
86,29,98
87,0,107
87,1,126
87,2,109
87,3,100
87,4,121
87,5,110
87,6,103
87,7,125
87,8,119
87,9,119
87,10,126
87,11,137
87,12,127
87,13,119
87,14,109
87,15,100
87,16,124
87,17,102
87,18,103
87,19,95
87,20,78
87,21,61
87,22,38
87,23,60
87,24,50
87,25,67
87,26,47
88,0,117
88,1,114
88,2,109
88,3,99
88,4,86
88,5,80
88,6,72
88,7,84
88,8,99
88,9,80
88,10,77
88,11,73
88,12,59
88,13,55
88,14,62
88,15,59
88,16,36
88,17,28
88,18,19
88,19,1
88,20,3
88,21,23
88,22,20
88,23,38
88,24,49
88,25,24
88,26,39
88,27,50
88,28,53
88,29,51
88,30,36
88,31,17
88,32,41
88,33,16
88,34,-3
88,35,21
88,36,32
88,37,8
88,38,-4
89,0,116
89,1,119
89,2,124
89,3,125
89,4,137
89,5,154
89,6,160
89,7,171
89,8,193
89,9,195
89,10,184
89,11,182
89,12,164
89,13,153
89,14,138
89,15,128
89,16,111
89,17,121
89,18,113
89,19,132
89,20,148
89,21,162
89,22,155
89,23,166
89,24,188
89,25,208
89,26,202
89,27,195
89,28,170
89,29,153
89,30,168
90,0,105
90,1,88
90,2,100
90,3,105
90,4,106
90,5,86
90,6,93
90,7,98
90,8,108
90,9,94
90,10,90
90,11,85
90,12,103
90,13,98
90,14,95
90,15,75
90,16,79
90,17,102
90,18,103
90,19,95
90,20,117
90,21,138
90,22,159
90,23,148
90,24,140
90,25,153
90,26,169
90,27,156
90,28,147
90,29,165
90,30,145
90,31,135
90,32,159
91,0,117
91,1,137
91,2,141
91,3,129
91,4,136
91,5,131
91,6,118
91,7,120
91,8,125
91,9,109
91,10,96
91,11,79
91,12,103
91,13,118
91,14,109
91,15,120
91,16,117
91,17,126
91,18,101
91,19,118
91,20,108
91,21,131
91,22,120
91,23,106
91,24,100
91,25,91
91,26,101
91,27,97
91,28,73
91,29,65
92,0,102
92,1,88
92,2,91
92,3,95
92,4,92
92,5,73
92,6,66
92,7,49
92,8,24
92,9,6
92,10,21
92,11,28
92,12,14
92,13,28
92,14,15
92,15,27
92,16,41
92,17,60
92,18,37
92,19,43
92,20,20
92,21,39
92,22,30
92,23,46
92,24,23
92,25,26
92,26,42
92,27,59
92,28,39
92,29,26
92,30,46
92,31,35
92,32,57
92,33,52
93,0,102
93,1,90
93,2,100
93,3,105
93,4,95
93,5,107
93,6,130
93,7,133
93,8,123
93,9,112
93,10,104
93,11,95
93,12,72
93,13,88
93,14,94
93,15,77
93,16,95
93,17,93
93,18,99
93,19,88
93,20,84
93,21,105
93,22,105
93,23,124
93,24,131
93,25,133
93,26,153
93,27,166
93,28,152
93,29,129
93,30,122
93,31,99
93,32,79
93,33,59
93,34,50
93,35,65
93,36,71
94,0,103
94,1,104
94,2,82
94,3,72
94,4,68
94,5,86
94,6,64
94,7,52
94,8,74
94,9,54
94,10,49
94,11,49
94,12,45
94,13,63
94,14,45
94,15,55
94,16,78
94,17,61
94,18,68
94,19,73
94,20,66
94,21,66
94,22,70
95,0,104
95,1,104
95,2,110
95,3,95
95,4,117
95,5,138
95,6,127
95,7,137
95,8,161
95,9,174
95,10,192
95,11,195
95,12,206
95,13,226
95,14,221
95,15,205
95,16,182
95,17,177
95,18,176
95,19,159
95,20,173
95,21,175
95,22,162
95,23,145
95,24,163
95,25,139
95,26,127
95,27,147
96,0,117
96,1,141
96,2,147
96,3,133
96,4,134
96,5,148
96,6,164
96,7,171
96,8,165
96,9,176
96,10,176
96,11,168
96,12,171
96,13,151
96,14,133
96,15,127
96,16,138
96,17,160
96,18,152
96,19,139
96,20,142
96,21,149
96,22,141
96,23,152
96,24,133
96,25,129
96,26,151
96,27,170
97,0,111
97,1,101
97,2,121
97,3,118
97,4,136
97,5,133
97,6,138
97,7,135
97,8,149
97,9,141
97,10,139
97,11,153
97,12,176
97,13,172
97,14,154
97,15,148
97,16,168
97,17,192
97,18,211
97,19,197
97,20,219
97,21,229
97,22,243
97,23,261
97,24,268
97,25,288
97,26,295
97,27,307
97,28,298
97,29,296
97,30,309
97,31,333
97,32,320
97,33,328
97,34,351
97,35,335
97,36,330
97,37,316
97,38,328
98,0,108
98,1,93
98,2,70
98,3,56
98,4,46
98,5,60
98,6,77
98,7,78
98,8,58
98,9,73
98,10,56
98,11,56
98,12,37
98,13,59
98,14,34
98,15,9
98,16,32
98,17,28
98,18,37
98,19,51
98,20,58
98,21,40
98,22,63
98,23,79
98,24,74
98,25,80
98,26,91
98,27,101
98,28,100
98,29,122
98,30,119
98,31,111
98,32,91
98,33,67
98,34,79
98,35,82
98,36,78
99,0,117
99,1,104
99,2,88
99,3,108
99,4,96
99,5,82
99,6,82
99,7,99
99,8,85
99,9,62
99,10,43
99,11,34
99,12,28
99,13,40
99,14,19
99,15,-2
99,16,17
99,17,6
99,18,-11
99,19,-22
99,20,-31
99,21,-7
99,22,10
99,23,13
99,24,31
99,25,37
99,26,27
99,27,5
99,28,21
99,29,5
99,30,0
99,31,-9
99,32,-19
99,33,-25
99,34,-23
99,35,-39
99,36,-18
99,37,-32
100,0,109
100,1,96
100,2,90
100,3,68
100,4,70
100,5,66
100,6,62
100,7,79
100,8,54
100,9,74
100,10,69
100,11,46
100,12,53
100,13,45
100,14,43
100,15,31
100,16,41
100,17,36
100,18,17
100,19,7
100,20,-13
100,21,8
100,22,4
100,23,-4
100,24,-13
100,25,-28
100,26,-26
100,27,-47
100,28,-27
101,0,102
101,1,113
101,2,108
101,3,117
101,4,117
101,5,130
101,6,132
101,7,128
101,8,124
101,9,109
101,10,132
101,11,133
101,12,154
101,13,166
101,14,172
101,15,186
101,16,189
101,17,184
101,18,191
101,19,168
101,20,179
101,21,171
101,22,191
101,23,211
101,24,212
101,25,194
101,26,194
101,27,209
101,28,188
101,29,199
101,30,186
102,0,118
102,1,93
102,2,72
102,3,80
102,4,72
102,5,50
102,6,50
102,7,64
102,8,72
102,9,65
102,10,53
102,11,61
102,12,78
102,13,55
102,14,43
102,15,23
102,16,20
102,17,38
102,18,40
102,19,18
102,20,-4
102,21,-12
102,22,-9
102,23,-16
102,24,6
102,25,-6
102,26,-22
102,27,-40
102,28,-19
102,29,-29
102,30,-17
102,31,-4
102,32,-17
102,33,-19
102,34,-40
102,35,-16
103,0,116
103,1,98
103,2,115
103,3,103
103,4,102
103,5,87
103,6,109
103,7,92
103,8,84
103,9,100
103,10,119
103,11,125
103,12,103
103,13,84
103,14,72
103,15,72
103,16,75
103,17,60
103,18,60
103,19,50
103,20,40
103,21,35
103,22,52
103,23,29
103,24,16
103,25,9
103,26,10
103,27,31
103,28,41
103,29,62
103,30,57
103,31,48
103,32,45
104,0,105
104,1,81
104,2,67
104,3,77
104,4,98
104,5,88
104,6,102
104,7,124
104,8,105
104,9,90
104,10,114
104,11,136
104,12,155
104,13,139
104,14,158
104,15,143
104,16,121
104,17,133
104,18,143
104,19,132
104,20,154
104,21,168
104,22,154
104,23,162
104,24,144
104,25,120
104,26,107
104,27,107
104,28,84
104,29,75
105,0,119
105,1,112
105,2,126
105,3,124
105,4,107
105,5,111
105,6,97
105,7,113
105,8,122
105,9,109
105,10,109
105,11,130
105,12,133
105,13,118
105,14,125
105,15,149
105,16,140
105,17,125
105,18,113
105,19,99
105,20,102
105,21,91
105,22,88
105,23,82
105,24,106
105,25,114
105,26,129
105,27,147
105,28,133
105,29,123
105,30,109
105,31,124
105,32,141
105,33,132
105,34,135
105,35,132
105,36,144
106,0,100
106,1,116
106,2,92
106,3,85
106,4,69
106,5,49
106,6,52
106,7,29
106,8,10
106,9,19
106,10,38
106,11,53
106,12,73
106,13,75
106,14,50
106,15,46
106,16,45
106,17,37
106,18,16
106,19,3
106,20,22
106,21,34
106,22,40
106,23,26
106,24,24
106,25,43
107,0,115
107,1,116
107,2,120
107,3,130
107,4,129
107,5,121
107,6,114
107,7,137
107,8,133
107,9,131
107,10,133
107,11,152
107,12,161
107,13,180
107,14,181
107,15,192
107,16,183
107,17,159
107,18,162
107,19,148
107,20,149
107,21,152
107,22,153
107,23,129
107,24,109
107,25,100
107,26,116
107,27,97
107,28,93
107,29,109
107,30,112
107,31,88
107,32,96
107,33,76
108,0,118
108,1,123
108,2,101
108,3,125
108,4,113
108,5,134
108,6,141
108,7,122
108,8,125
108,9,100
108,10,122
108,11,123
108,12,135
108,13,152
108,14,158
108,15,176
108,16,182
108,17,175
108,18,180
108,19,160
108,20,181
108,21,200
108,22,186
108,23,206
108,24,206
108,25,225
108,26,220
109,0,111
109,1,94
109,2,114
109,3,115
109,4,122
109,5,139
109,6,115
109,7,126
109,8,131
109,9,140
109,10,163
109,11,182
109,12,205
109,13,182
109,14,164
109,15,150
109,16,139
109,17,119
109,18,141
109,19,134
109,20,151
109,21,173
109,22,197
109,23,189
109,24,165
109,25,188
109,26,189
109,27,173
109,28,186
109,29,181
109,30,201
109,31,189
109,32,204
109,33,216
109,34,218
109,35,203
109,36,190
109,37,168
109,38,160
109,39,157
109,40,145
109,41,162
109,42,179
109,43,175
109,44,185
110,0,103
110,1,110
110,2,87
110,3,105
110,4,95
110,5,98
110,6,121
110,7,120
110,8,107
110,9,119
110,10,121
110,11,103
110,12,98
110,13,111
110,14,113
110,15,98
110,16,83
110,17,89
110,18,90
110,19,90
110,20,90
110,21,86
110,22,76
110,23,75
110,24,93
110,25,114
110,26,121
110,27,145
110,28,124
110,29,142
110,30,149
110,31,136
110,32,128
110,33,110
110,34,116
110,35,94
110,36,94
111,0,104
111,1,87
111,2,79
111,3,70
111,4,70
111,5,74
111,6,61
111,7,40
111,8,64
111,9,47
111,10,38
111,11,40
111,12,56
111,13,63
111,14,76
111,15,99
111,16,83
111,17,92
111,18,84
111,19,88
111,20,67
111,21,43
111,22,37
111,23,47
111,24,50
111,25,57
111,26,50
111,27,39
111,28,62
111,29,64
111,30,68
111,31,68
111,32,86
111,33,83
112,0,105
112,1,123
112,2,142
112,3,139
112,4,151
112,5,143
112,6,126
112,7,108
112,8,107
112,9,97
112,10,95
112,11,107
112,12,83
112,13,62
112,14,67
112,15,84
112,16,81
112,17,104
112,18,94
112,19,84
112,20,103
112,21,126
112,22,118
112,23,131
112,24,128
112,25,134
112,26,139
112,27,120
112,28,132
112,29,155
112,30,142
112,31,134
112,32,158
112,33,139
112,34,118
112,35,117
112,36,112
112,37,102
112,38,90
113,0,100
113,1,111
113,2,89
113,3,91
113,4,87
113,5,100
113,6,92
113,7,101
113,8,109
113,9,87
113,10,103
113,11,87
113,12,70
113,13,65
113,14,59
113,15,39
113,16,15
113,17,25
113,18,32
113,19,52
113,20,62
113,21,73
113,22,77
113,23,57
113,24,69
113,25,93
113,26,87
113,27,101
113,28,125
113,29,106
113,30,127
113,31,134
113,32,129
114,0,108
114,1,92
114,2,81
114,3,85
114,4,65
114,5,76
114,6,79
114,7,88
114,8,73
114,9,90
114,10,83
114,11,63
114,12,55
114,13,39
114,14,35
114,15,15
114,16,38
114,17,43
114,18,29
114,19,44
114,20,62
114,21,65
114,22,84
114,23,101
114,24,107
114,25,129
114,26,120
114,27,114
114,28,109
114,29,109
114,30,117
114,31,102
114,32,101
114,33,88
115,0,112
115,1,96
115,2,106
115,3,123
115,4,125
115,5,116
115,6,92
115,7,86
115,8,61
115,9,40
115,10,43
115,11,27
115,12,38
115,13,35
115,14,42
115,15,20
115,16,-5
115,17,-19
115,18,-24
115,19,-14
115,20,-1
115,21,14
115,22,1
115,23,3
115,24,-6
115,25,8
115,26,-16
115,27,2
115,28,7
116,0,108
116,1,98
116,2,93
116,3,85
116,4,87
116,5,91
116,6,84
116,7,89
116,8,98
116,9,108
116,10,84
116,11,81
116,12,76
116,13,65
116,14,78
116,15,102
116,16,86
116,17,105
116,18,82
116,19,74
116,20,78
116,21,82
116,22,85
116,23,93
116,24,72
116,25,56
116,26,53
116,27,41
116,28,65
116,29,71
116,30,49
116,31,36
116,32,31
117,0,106
117,1,89
117,2,83
117,3,72
117,4,72
117,5,85
117,6,97
117,7,106
117,8,116
117,9,119
117,10,124
117,11,118
117,12,125
117,13,139
117,14,140
117,15,131
117,16,114
117,17,122
117,18,108
117,19,105
117,20,83
117,21,85
117,22,99
117,23,80
117,24,84
117,25,81
117,26,80
117,27,80
117,28,72
117,29,54
117,30,41
117,31,51
118,0,112
118,1,127
118,2,140
118,3,149
118,4,137
118,5,156
118,6,143
118,7,135
118,8,110
118,9,109
118,10,109
118,11,110
118,12,107
118,13,117
118,14,118
118,15,136
118,16,152
118,17,137
118,18,158
118,19,179
118,20,184
118,21,202
118,22,225
118,23,219
118,24,233
118,25,213
118,26,206
118,27,219
118,28,195
119,0,113
119,1,105
119,2,111
119,3,118
119,4,142
119,5,158
119,6,163
119,7,149
119,8,136
119,9,147
119,10,130
119,11,141
119,12,125
119,13,130
119,14,142
119,15,147
119,16,134
119,17,156
119,18,179
119,19,193
119,20,214
119,21,198
119,22,219
119,23,203
119,24,220
119,25,216
119,26,213
119,27,197
120,0,103
120,1,120
120,2,115
120,3,120
120,4,132
120,5,112
120,6,129
120,7,134
120,8,139
120,9,127
120,10,130
120,11,114
120,12,99
120,13,90
120,14,112
120,15,130
120,16,136
120,17,111
120,18,93
120,19,81
120,20,99
120,21,76
120,22,62
120,23,80
120,24,95
120,25,118
120,26,139
120,27,147
120,28,124
120,29,119
121,0,100
121,1,111
121,2,110
121,3,95
121,4,111
121,5,91
121,6,93
121,7,97
121,8,100
121,9,114
121,10,107
121,11,126
121,12,140
121,13,157
121,14,150
121,15,132
121,16,124
121,17,119
121,18,138
121,19,137
121,20,120
121,21,142
121,22,133
121,23,130
121,24,123
121,25,113
121,26,127
121,27,132
121,28,115
122,0,114
122,1,137
122,2,122
122,3,144
122,4,159
122,5,151
122,6,134
122,7,133
122,8,136
122,9,140
122,10,116
122,11,107
122,12,127
122,13,103
122,14,80
122,15,82
122,16,92
122,17,103
122,18,82
122,19,91
122,20,82
122,21,104
122,22,86
122,23,85
122,24,78
122,25,84
122,26,88
122,27,92
122,28,116
122,29,91
122,30,70
122,31,90
122,32,66
123,0,116
123,1,120
123,2,117
123,3,115
123,4,105
123,5,123
123,6,128
123,7,144
123,8,154
123,9,156
123,10,135
123,11,150
123,12,163
123,13,172
123,14,149
123,15,131
123,16,137
123,17,114
123,18,107
123,19,98
123,20,107
123,21,93
123,22,114
123,23,101
123,24,88
123,25,106
123,26,110
123,27,103
124,0,103
124,1,99
124,2,76
124,3,76
124,4,66
124,5,47
124,6,30
124,7,40
124,8,48
124,9,33
124,10,8
124,11,0
124,12,10
124,13,26
124,14,13
124,15,15
124,16,8
124,17,-10
124,18,-1
124,19,-10
124,20,-31
124,21,-53
124,22,-43
124,23,-47
124,24,-33
124,25,-55
124,26,-68
124,27,-77
124,28,-68
124,29,-70
124,30,-86
124,31,-97
124,32,-109
124,33,-90
124,34,-86
125,0,106
125,1,111
125,2,126
125,3,121
125,4,134
125,5,142
125,6,145
125,7,134
125,8,121
125,9,114
125,10,114
125,11,106
125,12,129
125,13,113
125,14,101
125,15,99
125,16,101
125,17,97
125,18,98
125,19,73
125,20,56
125,21,32
125,22,29
125,23,23
125,24,8
125,25,9
125,26,11
125,27,20
125,28,2
125,29,-9
125,30,-26
126,0,108
126,1,122
126,2,142
126,3,129
126,4,141
126,5,139
126,6,134
126,7,111
126,8,99
126,9,87
126,10,72
126,11,84
126,12,101
126,13,122
126,14,107
126,15,105
126,16,85
126,17,103
126,18,114
126,19,137
126,20,148
126,21,153
126,22,156
126,23,156
126,24,147
127,0,112
127,1,131
127,2,146
127,3,133
127,4,115
127,5,117
127,6,96
127,7,78
127,8,86
127,9,75
127,10,72
127,11,54
127,12,77
127,13,52
127,14,47
127,15,55
127,16,58
127,17,40
127,18,57
127,19,45
127,20,63
127,21,84
127,22,98
127,23,102
127,24,126
127,25,150
127,26,147
127,27,157
127,28,179
127,29,178
127,30,172
128,0,116
128,1,128
128,2,135
128,3,151
128,4,166
128,5,156
128,6,133
128,7,129
128,8,113
128,9,96
128,10,71
128,11,70
128,12,63
128,13,85
128,14,66
128,15,58
128,16,78
128,17,87
128,18,79
128,19,79
128,20,64
128,21,56
128,22,54
128,23,56
128,24,69
128,25,68
128,26,57
128,27,73
128,28,84
128,29,87
128,30,97
128,31,73
129,0,108
129,1,88
129,2,79
129,3,58
129,4,67
129,5,43
129,6,48
129,7,69
129,8,82
129,9,104
129,10,113
129,11,125
129,12,132
129,13,107
129,14,131
129,15,152
129,16,148
129,17,159
129,18,176
129,19,183
129,20,189
129,21,193
129,22,198
129,23,195
130,0,108
130,1,122
130,2,109
130,3,129
130,4,124
130,5,119
130,6,119
130,7,122
130,8,140
130,9,120
130,10,111
130,11,128
130,12,127
130,13,131
130,14,128
130,15,143
130,16,152
130,17,146
130,18,134
130,19,152
130,20,133
130,21,133
130,22,137
130,23,118
130,24,100
130,25,118
130,26,132
130,27,151
130,28,152
130,29,149
130,30,137
130,31,160
131,0,105
131,1,111
131,2,130
131,3,118
131,4,118
131,5,111
131,6,135
131,7,142
131,8,138
131,9,149
131,10,170
131,11,153
131,12,146
131,13,147
131,14,140
131,15,143
131,16,127
131,17,149
131,18,150
131,19,172
131,20,178
131,21,193
131,22,179
131,23,193
131,24,213
131,25,216
131,26,211
131,27,208
131,28,197
131,29,193
131,30,168
131,31,175
131,32,187
131,33,170
131,34,189
131,35,176
131,36,161
131,37,158
131,38,157
132,0,106
132,1,123
132,2,134
132,3,138
132,4,133
132,5,153
132,6,150
132,7,144
132,8,150
132,9,167
132,10,160
132,11,142
132,12,143
132,13,119
132,14,115
132,15,99
132,16,104
132,17,111
132,18,106
132,19,110
132,20,127
132,21,106
132,22,125
132,23,106
132,24,111
132,25,111
132,26,103
133,0,107
133,1,117
133,2,134
133,3,149
133,4,161
133,5,143
133,6,119
133,7,111
133,8,94
133,9,88
133,10,65
133,11,58
133,12,41
133,13,25
133,14,29
133,15,9
133,16,28
133,17,15
133,18,22
133,19,42
133,20,42
133,21,53
133,22,35
133,23,53
133,24,54
133,25,65
133,26,79
133,27,67
133,28,72
133,29,88
133,30,83
133,31,74
133,32,93
133,33,106
133,34,116
133,35,109
133,36,106
133,37,90
133,38,114
133,39,129
133,40,108
133,41,121
133,42,113
133,43,117
133,44,128
133,45,116
134,0,117
134,1,128
134,2,132
134,3,130
134,4,153
134,5,130
134,6,143
134,7,159
134,8,136
134,9,126
134,10,102
134,11,99
134,12,74
134,13,49
134,14,33
134,15,36
134,16,47
134,17,32
134,18,29
134,19,10
134,20,7
134,21,28
134,22,45
134,23,28
134,24,9
134,25,20
134,26,31
134,27,26
134,28,24
134,29,14
134,30,10
134,31,27
134,32,29
134,33,35
135,0,102
135,1,87
135,2,68
135,3,77
135,4,92
135,5,81
135,6,63
135,7,63
135,8,53
135,9,76
135,10,57
135,11,75
135,12,97
135,13,117
135,14,135
135,15,133
135,16,141
135,17,126
135,18,111
135,19,114
135,20,129
135,21,112
135,22,101
135,23,102
135,24,89
135,25,85
135,26,60
135,27,36
135,28,21
135,29,13
135,30,9
135,31,8
136,0,112
136,1,119
136,2,107
136,3,111
136,4,128
136,5,136
136,6,121
136,7,130
136,8,147
136,9,150
136,10,163
136,11,147
136,12,154
136,13,151
136,14,175
136,15,166
136,16,163
136,17,153
136,18,165
136,19,169
136,20,165
136,21,159
136,22,141
136,23,145
136,24,161
136,25,144
136,26,159
136,27,153
136,28,167
136,29,185
136,30,186
136,31,187
136,32,195
137,0,119
137,1,127
137,2,126
137,3,129
137,4,153
137,5,152
137,6,127
137,7,112
137,8,130
137,9,131
137,10,137
137,11,149
137,12,151
137,13,170
137,14,182
137,15,173
137,16,175
137,17,167
137,18,157
137,19,171
137,20,168
137,21,159
137,22,139
137,23,157
137,24,160
137,25,143
137,26,165
137,27,176
137,28,177
137,29,201
137,30,206
137,31,228
138,0,115
138,1,126
138,2,122
138,3,121
138,4,116
138,5,101
138,6,111
138,7,133
138,8,122
138,9,119
138,10,126
138,11,131
138,12,113
138,13,111
138,14,128
138,15,113
138,16,88
138,17,104
138,18,107
138,19,94
138,20,109
138,21,88
138,22,91
138,23,77
138,24,84
138,25,79
138,26,87
138,27,80
138,28,79
138,29,80
138,30,104
138,31,128
138,32,131
139,0,117
139,1,138
139,2,160
139,3,175
139,4,190
139,5,206
139,6,217
139,7,237
139,8,240
139,9,263
139,10,253
139,11,238
139,12,245
139,13,263
139,14,272
139,15,252
139,16,255
139,17,279
139,18,291
139,19,283
139,20,299
139,21,312
139,22,299
139,23,294
139,24,275
139,25,250
139,26,266
139,27,257
139,28,244
139,29,268
139,30,250
139,31,251
139,32,269
139,33,256
139,34,252
139,35,265
139,36,242
139,37,233
139,38,254
139,39,277
139,40,300
139,41,322
139,42,318
139,43,336
140,0,117
140,1,127
140,2,136
140,3,134
140,4,145
140,5,137
140,6,115
140,7,130
140,8,107
140,9,109
140,10,109
140,11,89
140,12,105
140,13,123
140,14,138
140,15,117
140,16,93
140,17,93
140,18,88
140,19,107
140,20,88
140,21,110
140,22,89
140,23,111
140,24,93
140,25,110
140,26,99
140,27,93
140,28,83
140,29,85
140,30,106
140,31,98
140,32,82
140,33,73
140,34,85
140,35,62
140,36,75
140,37,77
140,38,84
140,39,91
140,40,87
140,41,91
140,42,92
140,43,98
140,44,97
140,45,114
141,0,109
141,1,115
141,2,133
141,3,131
141,4,145
141,5,126
141,6,131
141,7,150
141,8,163
141,9,183
141,10,170
141,11,161
141,12,179
141,13,175
141,14,197
141,15,177
141,16,200
141,17,220
141,18,217
141,19,206
141,20,208
141,21,217
141,22,235
141,23,214
141,24,229
141,25,251
141,26,237
141,27,235
141,28,228
141,29,240
141,30,253
141,31,258
142,0,108
142,1,106
142,2,126
142,3,144
142,4,165
142,5,164
142,6,148
142,7,168
142,8,173
142,9,176
142,10,186
142,11,180
142,12,202
142,13,186
