Subject,session,score
74,32,37
74,33,31
74,34,27
74,35,10
74,36,23
74,37,46
74,38,48
74,39,25
74,40,45
74,41,30
74,42,25
74,43,45
74,44,27
75,0,106
75,1,97
75,2,105
75,3,86
75,4,89
75,5,107
75,6,98
75,7,86
75,8,101
75,9,80
75,10,77
75,11,87
75,12,92
75,13,90
75,14,68
75,15,44
75,16,57
75,17,36
75,18,50
75,19,33
75,20,41
75,21,66
75,22,60
75,23,82
75,24,83
75,25,94
75,26,89
75,27,98
75,28,94
75,29,93
75,30,97
75,31,81
75,32,72
75,33,86
75,34,93
76,0,114
76,1,125
76,2,136
76,3,115
76,4,95
76,5,72
76,6,80
76,7,90
76,8,85
76,9,107
76,10,105
76,11,94
76,12,96
76,13,95
76,14,74
76,15,90
76,16,70
76,17,78
76,18,94
76,19,95
76,20,107
76,21,118
76,22,128
76,23,127
76,24,110
76,25,121
76,26,129
76,27,111
76,28,119
76,29,143
76,30,142
76,31,131
76,32,109
76,33,125
76,34,144
76,35,167
76,36,174
76,37,196
76,38,183
77,0,103
77,1,93
77,2,111
77,3,130
77,4,150
77,5,134
77,6,110
77,7,125
77,8,123
77,9,133
77,10,131
77,11,142
77,12,138
77,13,153
77,14,157
77,15,148
77,16,130
77,17,129
77,18,146
77,19,130
77,20,129
77,21,105
77,22,110
77,23,106
77,24,118
77,25,110
77,26,89
77,27,87
77,28,63
77,29,82
77,30,59
77,31,58
77,32,76
78,0,112
78,1,124
78,2,117
78,3,135
78,4,139
78,5,155
78,6,170
78,7,185
78,8,207
78,9,193
78,10,172
78,11,163
78,12,183
78,13,200
78,14,191
78,15,174
78,16,192
78,17,202
78,18,206
78,19,188
78,20,202
78,21,202
78,22,181
78,23,180
78,24,187
78,25,210
78,26,205
78,27,226
78,28,223
79,0,120
79,1,128
79,2,115
79,3,107
79,4,94
79,5,119
79,6,136
79,7,158
79,8,144
79,9,127
79,10,103
79,11,109
79,12,118
79,13,125
79,14,104
79,15,100
79,16,107
79,17,129
79,18,109
79,19,101
79,20,99
79,21,78
79,22,68
79,23,48
79,24,25
79,25,21
79,26,43
79,27,64
79,28,82
79,29,70
79,30,47
79,31,46
79,32,36
79,33,20
79,34,31
79,35,50
79,36,39
80,0,103
80,1,120
80,2,109
80,3,106
80,4,119
80,5,137
80,6,158
80,7,178
80,8,165
80,9,184
80,10,166
80,11,168
80,12,154
80,13,138
80,14,114
80,15,126
80,16,105
80,17,90
80,18,89
80,19,77
80,20,102
80,21,115
80,22,100
80,23,119
80,24,105
80,25,89
80,26,114
80,27,117
80,28,139
80,29,130
80,30,153
80,31,130
80,32,111
80,33,119
81,0,110
81,1,134
81,2,121
81,3,113
81,4,90
81,5,94
81,6,70
81,7,73
81,8,54
81,9,47
81,10,66
81,11,88
81,12,94
81,13,95
81,14,99
81,15,124
81,16,121
81,17,118
81,18,101
81,19,90
81,20,98
81,21,118
81,22,100
81,23,80
81,24,95
81,25,94
81,26,117
81,27,115
81,28,100
81,29,101
81,30,89
81,31,109
81,32,126
81,33,106
81,34,83
81,35,62
82,0,114
82,1,109
82,2,112
82,3,131
82,4,149
82,5,134
82,6,112
82,7,136
82,8,160
82,9,147
82,10,165
82,11,155
82,12,150
82,13,159
82,14,142
82,15,159
82,16,181
82,17,204
82,18,187
82,19,200
82,20,197
82,21,213
82,22,219
82,23,221
82,24,207
82,25,192
82,26,210
82,27,210
83,0,111
83,1,114
83,2,117
83,3,123
83,4,145
83,5,161
83,6,180
83,7,189
83,8,191
83,9,188
83,10,173
83,11,189
83,12,173
83,13,189
83,14,171
83,15,163
83,16,161
83,17,137
83,18,145
83,19,156
83,20,152
83,21,137
83,22,137
83,23,155
83,24,160
83,25,137
83,26,158
83,27,162
83,28,180
83,29,178
83,30,182
83,31,207
83,32,183
83,33,184
84,0,107
84,1,128
84,2,133
84,3,136
84,4,126
84,5,103
84,6,127
84,7,123
84,8,130
84,9,121
84,10,119
84,11,142
84,12,133
84,13,111
84,14,110
84,15,92
84,16,117
84,17,95
84,18,111
84,19,91
84,20,88
84,21,67
84,22,57
84,23,68
84,24,59
84,25,71
84,26,56
84,27,35
84,28,11
84,29,17
84,30,29
85,0,116
85,1,117
85,2,117
85,3,102
85,4,102
85,5,117
85,6,115
85,7,113
85,8,109
85,9,127
85,10,148
85,11,166
85,12,165
85,13,167
85,14,185
85,15,169
85,16,168
85,17,184
85,18,194
85,19,213
85,20,236
85,21,249
85,22,274
85,23,252
85,24,241
85,25,234
85,26,235
85,27,234
85,28,211
85,29,227
85,30,221
85,31,240
85,32,239
85,33,239
85,34,261
85,35,266
85,36,255
85,37,262
85,38,248
85,39,273
85,40,259
85,41,263
86,0,102
86,1,121
86,2,118
86,3,140
86,4,134
86,5,141
86,6,130
86,7,110
86,8,109
86,9,124
86,10,104
86,11,112
86,12,128
86,13,144
86,14,124
86,15,123
86,16,134
86,17,139
86,18,125
86,19,140
86,20,150
86,21,149
86,22,167
86,23,143
86,24,153
86,25,169
86,26,154
86,27,152
86,28,150
86,29,132
87,0,111
87,1,95
87,2,113
87,3,126
87,4,126
87,5,112
87,6,130
87,7,152
87,8,151
87,9,172
87,10,185
87,11,200
87,12,212
87,13,204
87,14,213
87,15,218
87,16,235
87,17,242
87,18,229
87,19,206
87,20,197
87,21,213
87,22,225
87,23,240
87,24,249
87,25,238
87,26,219
88,0,108
88,1,96
88,2,95
88,3,76
88,4,53
88,5,44
88,6,65
88,7,71
88,8,78
88,9,94
88,10,89
88,11,108
88,12,87
88,13,66
88,14,42
88,15,67
88,16,69
88,17,49
88,18,64
88,19,57
88,20,57
88,21,64
88,22,46
88,23,23
88,24,45
88,25,65
88,26,66
88,27,71
88,28,57
88,29,66
88,30,68
88,31,52
88,32,59
88,33,57
88,34,64
88,35,49
88,36,41
88,37,21
88,38,21
89,0,119
89,1,114
89,2,112
89,3,134
89,4,133
89,5,147
89,6,165
89,7,172
89,8,163
89,9,177
89,10,177
89,11,198
89,12,218
89,13,221
89,14,227
89,15,220
89,16,216
89,17,196
89,18,194
89,19,197
89,20,221
89,21,219
89,22,201
89,23,189
89,24,205
89,25,183
89,26,180
89,27,163
89,28,171
89,29,193
89,30,177
90,0,103
90,1,80
90,2,96
90,3,93
90,4,70
90,5,94
90,6,107
90,7,87
90,8,64
90,9,52
90,10,30
90,11,8
90,12,-2
90,13,22
90,14,39
90,15,58
90,16,59
90,17,43
90,18,19
90,19,9
90,20,18
90,21,24
90,22,13
90,23,37
90,24,52
90,25,57
90,26,78
90,27,66
90,28,70
90,29,87
90,30,94
90,31,73
90,32,51
91,0,101
91,1,111
91,2,109
91,3,124
91,4,144
91,5,148
91,6,163
91,7,171
91,8,182
91,9,201
91,10,216
91,11,212
91,12,225
91,13,236
91,14,246
91,15,260
91,16,260
91,17,239
91,18,263
91,19,269
91,20,267
91,21,249
91,22,271
91,23,285
91,24,274
91,25,275
91,26,260
91,27,267
91,28,287
91,29,312
92,0,116
92,1,118
92,2,98
92,3,114
92,4,91
92,5,78
92,6,100
92,7,83
92,8,85
92,9,67
92,10,67
92,11,47
92,12,24
92,13,26
92,14,42
92,15,67
92,16,47
92,17,27
92,18,31
92,19,46
92,20,47
92,21,55
92,22,64
92,23,44
92,24,68
92,25,52
92,26,74
92,27,63
92,28,49
92,29,65
92,30,87
92,31,64
92,32,74
92,33,57
93,0,118
93,1,112
93,2,102
93,3,108
93,4,84
93,5,77
93,6,71
93,7,64
93,8,53
93,9,42
93,10,20
93,11,37
93,12,21
93,13,1
93,14,25
93,15,4
93,16,12
93,17,23
93,18,21
93,19,0
93,20,21
93,21,19
93,22,2
93,23,-22
93,24,-34
93,25,-41
93,26,-36
93,27,-20
93,28,-10
93,29,1
93,30,-7
93,31,-18
93,32,5
93,33,18
93,34,28
93,35,8
93,36,1
94,0,118
94,1,125
94,2,140
94,3,121
94,4,119
94,5,105
94,6,110
94,7,116
94,8,113
94,9,126
94,10,118
94,11,127
94,12,122
94,13,116
94,14,125
94,15,140
94,16,127
94,17,103
94,18,97
94,19,91
94,20,87
94,21,90
94,22,113
95,0,104
95,1,94
95,2,85
95,3,67
95,4,82
95,5,63
95,6,72
95,7,64
95,8,69
95,9,61
95,10,48
95,11,60
95,12,74
95,13,58
95,14,45
95,15,49
95,16,45
95,17,51
95,18,54
95,19,67
95,20,91
95,21,69
95,22,78
95,23,90
95,24,113
95,25,92
95,26,96
95,27,74
96,0,100
96,1,76
96,2,70
96,3,60
96,4,47
96,5,42
96,6,19
96,7,36
96,8,18
96,9,14
96,10,23
96,11,26
96,12,35
96,13,30
96,14,20
96,15,37
96,16,44
96,17,32
96,18,41
96,19,48
96,20,65
96,21,88
96,22,98
96,23,74
96,24,66
96,25,68
96,26,70
96,27,46
97,0,102
97,1,121
97,2,119
97,3,113
97,4,104
97,5,85
97,6,101
97,7,86
97,8,95
97,9,94
97,10,75
97,11,65
97,12,74
97,13,61
97,14,51
97,15,36
97,16,12
97,17,11
97,18,12
97,19,24
97,20,32
97,21,44
97,22,21
97,23,35
97,24,59
97,25,43
97,26,59
97,27,52
97,28,52
97,29,67
97,30,78
97,31,86
97,32,74
97,33,80
97,34,101
97,35,100
97,36,97
97,37,89
97,38,101
98,0,113
98,1,116
98,2,132
98,3,117
98,4,107
98,5,97
98,6,111
98,7,87
98,8,87
98,9,89
98,10,109
98,11,107
98,12,131
98,13,107
98,14,101
98,15,111
98,16,114
98,17,125
98,18,142
98,19,120
98,20,119
98,21,117
98,22,124
98,23,138
98,24,117
98,25,118
98,26,129
98,27,134
98,28,115
98,29,134
98,30,130
98,31,149
98,32,160
98,33,181
98,34,176
98,35,173
98,36,171
99,0,107
99,1,119
99,2,100
99,3,107
99,4,92
99,5,92
99,6,112
99,7,132
99,8,135
99,9,112
99,10,92
99,11,77
99,12,67
99,13,88
99,14,80
99,15,92
99,16,78
99,17,61
99,18,82
99,19,100
99,20,82
99,21,98
99,22,117
99,23,134
99,24,137
99,25,120
99,26,127
99,27,123
99,28,113
99,29,90
99,30,105
99,31,85
99,32,88
99,33,69
99,34,49
99,35,49
99,36,72
99,37,87
100,0,101
100,1,108
100,2,133
100,3,124
100,4,131
100,5,117
100,6,135
100,7,121
100,8,138
100,9,128
100,10,107
100,11,92
100,12,91
100,13,81
100,14,96
100,15,111
100,16,126
100,17,131
100,18,116
100,19,137
100,20,125
100,21,104
100,22,122
100,23,128
100,24,131
100,25,115
100,26,114
100,27,129
100,28,120
101,0,116
101,1,123
101,2,120
101,3,117
101,4,129
101,5,139
101,6,139
101,7,147
101,8,159
101,9,135
101,10,151
101,11,155
101,12,157
101,13,160
101,14,144
101,15,129
101,16,122
101,17,113
101,18,132
101,19,146
101,20,139
101,21,151
101,22,146
101,23,157
101,24,163
101,25,172
101,26,196
101,27,208
101,28,225
101,29,239
101,30,251
102,0,107
102,1,127
102,2,127
102,3,141
102,4,137
102,5,131
102,6,141
102,7,152
102,8,173
102,9,162
102,10,168
102,11,160
102,12,148
102,13,167
102,14,188
102,15,199
102,16,205
102,17,196
102,18,213
102,19,203
102,20,189
102,21,184
102,22,168
102,23,167
102,24,178
102,25,201
102,26,196
102,27,185
102,28,174
102,29,199
102,30,210
102,31,230
102,32,248
102,33,266
102,34,278
102,35,281
103,0,113
103,1,135
103,2,129
103,3,136
103,4,122
103,5,106
103,6,87
103,7,107
103,8,87
103,9,67
103,10,52
103,11,46
103,12,43
103,13,49
103,14,57
103,15,63
103,16,46
103,17,59
103,18,60
103,19,37
103,20,38
103,21,46
103,22,69
103,23,58
103,24,81
103,25,90
103,26,110
103,27,98
103,28,76
103,29,71
103,30,82
103,31,82
103,32,93
104,0,117
104,1,132
104,2,136
104,3,129
104,4,115
104,5,129
104,6,151
104,7,162
104,8,145
104,9,168
104,10,162
104,11,163
104,12,142
104,13,142
104,14,141
104,15,165
104,16,182
104,17,197
104,18,205
104,19,200
104,20,200
104,21,204
104,22,214
104,23,235
104,24,231
104,25,236
104,26,248
104,27,266
104,28,272
104,29,277
105,0,100
105,1,124
105,2,147
105,3,138
105,4,114
105,5,119
105,6,102
105,7,118
105,8,134
105,9,121
105,10,124
105,11,108
105,12,128
105,13,147
105,14,139
105,15,157
105,16,179
105,17,174
105,18,163
105,19,145
105,20,150
105,21,150
105,22,145
105,23,146
105,24,148
105,25,134
105,26,114
105,27,120
105,28,130
105,29,122
105,30,119
105,31,143
105,32,140
105,33,140
105,34,163
105,35,182
105,36,164
106,0,111
106,1,101
106,2,112
106,3,118
106,4,140
106,5,154
106,6,151
106,7,162
106,8,159
106,9,164
106,10,144
106,11,155
106,12,166
106,13,149
106,14,132
106,15,122
106,16,144
106,17,146
106,18,138
106,19,130
106,20,130
106,21,108
106,22,114
106,23,115
106,24,97
106,25,103
107,0,113
107,1,129
107,2,123
107,3,100
107,4,80
107,5,89
107,6,89
107,7,103
107,8,89
107,9,74
107,10,64
107,11,45
107,12,21
107,13,20
107,14,3
107,15,26
107,16,49
107,17,53
107,18,62
107,19,50
107,20,69
107,21,81
107,22,93
107,23,110
107,24,99
107,25,104
107,26,125
107,27,120
107,28,141
107,29,159
107,30,155
107,31,140
107,32,161
107,33,148
108,0,107
108,1,127
108,2,111
108,3,135
108,4,120
108,5,114
108,6,129
108,7,121
108,8,109
108,9,122
108,10,101
108,11,82
108,12,63
108,13,63
108,14,58
108,15,62
108,16,62
108,17,60
108,18,51
108,19,27
108,20,21
108,21,10
108,22,2
108,23,4
108,24,28
108,25,35
108,26,27
109,0,114
109,1,94
109,2,73
109,3,73
109,4,95
109,5,92
109,6,87
109,7,70
109,8,63
109,9,60
109,10,46
109,11,65
109,12,47
109,13,65
109,14,81
109,15,106
109,16,99
109,17,121
109,18,122
109,19,138
109,20,125
109,21,142
109,22,140
109,23,116
109,24,127
109,25,142
109,26,161
109,27,146
109,28,155
109,29,138
109,30,149
109,31,157
109,32,164
109,33,171
109,34,179
109,35,202
109,36,188
109,37,182
109,38,186
109,39,198
109,40,222
109,41,242
109,42,238
109,43,249
109,44,225
110,0,106
110,1,84
110,2,62
110,3,59
110,4,53
110,5,51
110,6,33
110,7,24
110,8,21
110,9,39
110,10,58
110,11,39
110,12,44
110,13,58
110,14,81
110,15,60
110,16,44
110,17,29
110,18,50
110,19,54
110,20,32
110,21,49
110,22,35
110,23,37
110,24,29
110,25,29
110,26,21
110,27,37
110,28,51
110,29,39
110,30,26
110,31,35
110,32,50
110,33,58
110,34,37
110,35,26
110,36,10
111,0,112
111,1,95
111,2,100
111,3,85
111,4,89
111,5,76
111,6,72
111,7,75
111,8,93
111,9,89
111,10,109
111,11,102
111,12,94
111,13,78
111,14,66
111,15,69
111,16,92
111,17,114
111,18,92
111,19,82
111,20,86
111,21,110
111,22,92
111,23,97
111,24,79
111,25,89
111,26,111
111,27,118
111,28,100
111,29,106
111,30,97
111,31,105
111,32,112
111,33,118
112,0,103
112,1,100
112,2,90
112,3,95
112,4,80
112,5,71
112,6,74
112,7,70
112,8,62
112,9,76
112,10,89
112,11,83
112,12,88
112,13,80
112,14,103
112,15,118
112,16,123
112,17,117
112,18,111
112,19,126
112,20,128
112,21,133
112,22,131
112,23,125
112,24,101
112,25,102
112,26,88
112,27,98
112,28,75
112,29,75
112,30,89
112,31,96
112,32,93
112,33,114
112,34,103
112,35,85
112,36,68
112,37,58
112,38,61
113,0,111
113,1,89
113,2,98
113,3,116
113,4,129
113,5,142
113,6,119
113,7,116
113,8,137
113,9,162
113,10,148
113,11,144
113,12,139
113,13,121
113,14,125
113,15,104
113,16,116
113,17,137
113,18,126
113,19,118
113,20,110
113,21,130
113,22,155
113,23,141
113,24,134
113,25,158
113,26,179
113,27,174
113,28,185
113,29,176
113,30,200
113,31,202
113,32,222
114,0,112
114,1,131
114,2,141
114,3,130
114,4,152
114,5,152
114,6,159
114,7,155
114,8,150
114,9,143
114,10,123
114,11,146
114,12,142
114,13,123
114,14,142
114,15,123
114,16,120
114,17,135
114,18,118
114,19,127
114,20,120
114,21,131
114,22,154
114,23,178
114,24,196
114,25,172
114,26,183
114,27,175
114,28,197
114,29,176
114,30,199
114,31,213
114,32,234
114,33,229
115,0,114
115,1,97
115,2,96
115,3,81
115,4,76
115,5,74
115,6,77
115,7,65
115,8,72
115,9,96
115,10,79
115,11,72
115,12,77
115,13,96
115,14,113
115,15,126
115,16,150
115,17,169
115,18,180
115,19,205
115,20,209
115,21,225
115,22,230
115,23,254
115,24,245
115,25,265
115,26,248
115,27,255
115,28,252
116,0,118
116,1,128
116,2,143
116,3,166
116,4,148
116,5,135
116,6,150
116,7,138
116,8,153
116,9,143
116,10,160
116,11,177
116,12,166
116,13,191
116,14,209
116,15,215
116,16,227
116,17,225
116,18,240
116,19,222
116,20,220
116,21,201
116,22,207
116,23,209
116,24,227
116,25,211
116,26,206
116,27,231
116,28,230
116,29,253
116,30,264
116,31,269
116,32,253
117,0,104
117,1,102
117,2,105
117,3,123
117,4,119
117,5,112
117,6,108
117,7,86
117,8,88
117,9,87
117,10,97
117,11,109
117,12,125
117,13,142
117,14,150
117,15,165
117,16,176
117,17,156
117,18,172
117,19,185
117,20,167
117,21,168
117,22,155
117,23,159
117,24,163
117,25,146
117,26,168
117,27,191
117,28,184
117,29,186
117,30,196
117,31,210
118,0,102
118,1,105
118,2,111
118,3,106
118,4,125
118,5,137
118,6,146
118,7,140
118,8,143
118,9,137
118,10,124
118,11,116
118,12,114
118,13,96
118,14,115
118,15,126
118,16,111
118,17,96
118,18,120
118,19,134
118,20,116
118,21,93
118,22,117
118,23,118
118,24,96
118,25,114
118,26,94
118,27,83
118,28,61
119,0,104
119,1,128
119,2,121
119,3,122
119,4,102
119,5,119
119,6,110
119,7,86
119,8,101
119,9,103
119,10,101
119,11,95
119,12,112
119,13,120
119,14,112
119,15,133
119,16,135
119,17,120
119,18,121
119,19,129
119,20,145
119,21,126
119,22,136
119,23,124
119,24,106
119,25,102
119,26,105
119,27,117
120,0,118
120,1,106
120,2,101
120,3,92
120,4,80
120,5,65
120,6,55
120,7,47
120,8,44
120,9,65
120,10,70
120,11,82
120,12,71
120,13,47
120,14,31
120,15,26
120,16,48
120,17,65
120,18,49
120,19,35
120,20,56
120,21,57
120,22,70
120,23,65
120,24,78
120,25,85
120,26,74
120,27,77
120,28,95
120,29,81
121,0,102
121,1,125
121,2,102
121,3,118
121,4,120
121,5,116
121,6,93
121,7,96
121,8,101
121,9,77
121,10,69
121,11,57
121,12,82
121,13,66
121,14,87
121,15,112
121,16,93
121,17,110
121,18,86
121,19,102
121,20,127
121,21,115
121,22,110
121,23,97
121,24,77
121,25,85
121,26,95
121,27,109
121,28,101
122,0,107
122,1,110
122,2,89
122,3,83
122,4,104
122,5,97
122,6,105
122,7,100
122,8,112
122,9,99
122,10,84
122,11,89
122,12,84
122,13,72
122,14,50
122,15,32
122,16,18
122,17,10
122,18,-14
122,19,-32
122,20,-30
122,21,-17
122,22,-31
122,23,-48
122,24,-71
122,25,-69
122,26,-44
122,27,-51
122,28,-45
122,29,-51
122,30,-74
122,31,-55
122,32,-75
123,0,110
123,1,96
123,2,119
123,3,125
123,4,140
123,5,155
123,6,155
123,7,173
123,8,194
123,9,174
123,10,169
123,11,164
123,12,175
123,13,177
123,14,159
123,15,155
123,16,149
123,17,159
123,18,152
123,19,159
123,20,149
123,21,141
123,22,166
123,23,153
123,24,144
123,25,154
123,26,149
123,27,158
124,0,104
124,1,98
124,2,77
124,3,73
124,4,89
124,5,94
124,6,106
124,7,89
124,8,69
124,9,66
124,10,80
124,11,89
124,12,83
124,13,61
124,14,63
124,15,56
124,16,76
124,17,70
124,18,61
124,19,51
124,20,71
124,21,48
124,22,53
124,23,46
124,24,54
124,25,35
124,26,59
124,27,77
124,28,75
124,29,97
124,30,121
124,31,108
124,32,96
124,33,105
124,34,111
125,0,115
125,1,105
125,2,102
125,3,125
125,4,135
125,5,136
125,6,123
125,7,135
125,8,120
125,9,134
125,10,141
125,11,128
125,12,148
125,13,158
125,14,151
125,15,140
125,16,162
125,17,161
125,18,140
125,19,139
125,20,137
125,21,149
125,22,151
125,23,168
125,24,155
125,25,160
125,26,167
125,27,155
125,28,150
125,29,146
125,30,149
126,0,102
126,1,78
126,2,91
126,3,73
126,4,67
126,5,44
126,6,43
126,7,50
126,8,55
126,9,67
126,10,71
126,11,49
126,12,68
126,13,66
126,14,75
126,15,69
126,16,67
126,17,44
126,18,52
126,19,71
126,20,50
126,21,38
126,22,24
126,23,42
126,24,43
127,0,105
127,1,100
127,2,104
127,3,117
127,4,138
127,5,159
127,6,171
127,7,155
127,8,150
127,9,164
127,10,157
127,11,141
127,12,145
127,13,130
127,14,107
127,15,127
127,16,139
127,17,131
127,18,144
127,19,131
127,20,117
127,21,110
127,22,125
127,23,146
127,24,170
127,25,189
127,26,193
127,27,180
127,28,165
127,29,156
127,30,145
128,0,104
128,1,113
128,2,101
128,3,117
128,4,139
128,5,153
128,6,145
128,7,165
128,8,153
128,9,173
128,10,166
128,11,154
128,12,135
128,13,114
128,14,133
128,15,157
128,16,138
128,17,140
128,18,139
128,19,127
128,20,123
128,21,120
128,22,130
128,23,134
128,24,110
128,25,132
128,26,154
128,27,134
128,28,138
128,29,120
128,30,118
128,31,133
129,0,116
129,1,106
129,2,116
129,3,117
129,4,124
129,5,121
129,6,118
129,7,123
129,8,141
129,9,119
129,10,115
129,11,135
129,12,118
129,13,121
129,14,142
129,15,165
129,16,142
129,17,132
129,18,136
129,19,150
129,20,154
129,21,155
129,22,179
129,23,163
130,0,119
130,1,138
130,2,139
130,3,126
130,4,137
130,5,139
130,6,148
130,7,146
130,8,149
130,9,169
130,10,155
130,11,180
130,12,170
130,13,160
130,14,171
130,15,164
130,16,166
130,17,166
130,18,191
130,19,197
130,20,189
130,21,192
130,22,216
130,23,212
130,24,197
130,25,173
130,26,160
130,27,153
130,28,171
130,29,195
130,30,214
130,31,227
131,0,108
131,1,114
131,2,119
131,3,112
131,4,97
131,5,95
131,6,105
131,7,104
131,8,101
131,9,99
131,10,89
131,11,77
131,12,57
131,13,69
131,14,53
131,15,70
131,16,91
131,17,90
131,18,89
131,19,101
131,20,99
131,21,85
131,22,107
131,23,121
131,24,104
131,25,112
131,26,127
131,27,106
131,28,94
131,29,84
131,30,90
131,31,68
131,32,58
131,33,42
131,34,19
131,35,31
131,36,44
131,37,35
131,38,42
132,0,106
132,1,121
132,2,98
132,3,74
132,4,70
132,5,49
132,6,43
132,7,48
132,8,25
132,9,29
132,10,9
132,11,-4
132,12,8
132,13,30
132,14,50
132,15,56
132,16,59
132,17,76
132,18,79
132,19,95
132,20,90
132,21,108
132,22,110
132,23,127
132,24,113
132,25,109
132,26,103
133,0,118
133,1,94
133,2,77
133,3,60
133,4,73
133,5,80
133,6,81
133,7,89
133,8,112
133,9,93
133,10,103
133,11,118
133,12,118
133,13,110
133,14,103
133,15,118
133,16,114
133,17,127
133,18,151
133,19,133
133,20,150
133,21,133
133,22,157
133,23,152
133,24,145
133,25,140
133,26,137
133,27,120
133,28,141
133,29,122
133,30,130
133,31,108
133,32,87
133,33,98
133,34,75
133,35,82
133,36,60
133,37,44
133,38,31
133,39,26
133,40,19
133,41,1
133,42,-7
133,43,-15
133,44,-10
133,45,9
134,0,120
134,1,121
134,2,104
134,3,124
134,4,107
134,5,124
134,6,130
134,7,117
134,8,106
134,9,82
134,10,96
134,11,87
134,12,92
134,13,106
134,14,88
134,15,69
134,16,93
134,17,81
134,18,93
134,19,69
134,20,48
134,21,46
134,22,22
134,23,8
134,24,17
134,25,31
134,26,16
134,27,9
134,28,-10
134,29,3
134,30,0
134,31,23
134,32,20
134,33,3
135,0,100
135,1,114
135,2,102
135,3,110
135,4,90
135,5,88
135,6,88
135,7,108
135,8,96
135,9,96
135,10,83
135,11,99
135,12,102
135,13,125
135,14,116
135,15,94
135,16,112
135,17,89
135,18,89
135,19,101
135,20,125
135,21,112
135,22,136
135,23,151
135,24,170
135,25,162
135,26,177
135,27,161
135,28,152
135,29,146
135,30,138
135,31,141
136,0,109
136,1,90
136,2,113
136,3,104
136,4,106
136,5,114
136,6,103
136,7,99
136,8,113
136,9,123
136,10,132
136,11,140
136,12,137
136,13,116
136,14,103
136,15,109
136,16,122
136,17,110
136,18,106
136,19,105
136,20,85
136,21,93
136,22,102
136,23,124
136,24,114
136,25,117
136,26,107
136,27,129
136,28,113
136,29,94
136,30,92
136,31,110
136,32,134
137,0,103
137,1,82
137,2,72
137,3,68
137,4,74
137,5,57
137,6,62
137,7,57
137,8,51
137,9,34
137,10,10
137,11,-3
137,12,15
137,13,2
137,14,27
137,15,31
137,16,52
137,17,49
137,18,60
137,19,45
137,20,38
137,21,26
137,22,37
137,23,18
137,24,0
137,25,25
137,26,20
137,27,4
137,28,29
137,29,9
137,30,-3
137,31,16
138,0,119
138,1,100
138,2,122
138,3,127
138,4,135
138,5,135
138,6,135
138,7,114
138,8,120
138,9,144
138,10,147
138,11,170
138,12,170
138,13,151
138,14,158
138,15,135
138,16,155
138,17,172
138,18,148
138,19,152
138,20,149
138,21,139
138,22,144
138,23,161
138,24,158
138,25,134
138,26,145
138,27,136
138,28,129
138,29,105
138,30,82
138,31,106
138,32,109
139,0,102
139,1,113
139,2,129
139,3,121
139,4,129
139,5,149
139,6,167
139,7,187
139,8,168
139,9,154
139,10,165
139,11,178
139,12,163
139,13,187
139,14,202
139,15,223
139,16,238
139,17,238
139,18,239
139,19,231
139,20,210
139,21,235
139,22,211
139,23,229
139,24,245
139,25,265
139,26,274
139,27,266
139,28,265
139,29,282
139,30,289
139,31,274
139,32,275
139,33,297
139,34,286
139,35,307
139,36,299
139,37,323
139,38,308
139,39,289
139,40,296
139,41,283
139,42,293
139,43,302
140,0,106
140,1,123
140,2,101
140,3,121
140,4,97
140,5,84
140,6,77
140,7,84
140,8,84
140,9,101
140,10,93
140,11,98
140,12,123
140,13,123
140,14,102
140,15,114
140,16,124
140,17,139
140,18,149
140,19,156
140,20,139
140,21,146
140,22,159
140,23,177
140,24,175
140,25,165
140,26,144
140,27,160
140,28,183
140,29,188
140,30,187
140,31,165
140,32,161
140,33,177
140,34,156
140,35,152
140,36,142
140,37,164
140,38,169
140,39,146
140,40,136
140,41,161
140,42,147
140,43,131
140,44,131
140,45,131
141,0,115
141,1,128
141,2,127
141,3,136
141,4,118
141,5,95
141,6,111
141,7,107
141,8,93
141,9,74
141,10,98
141,11,96
141,12,110
141,13,96
141,14,84
141,15,87
141,16,110
141,17,134
141,18,117
141,19,132
141,20,124
141,21,119
141,22,108
141,23,126
141,24,137
141,25,157
141,26,158
141,27,142
141,28,144
141,29,142
141,30,118
141,31,129
142,0,105
142,1,130
142,2,150
142,3,138
142,4,120
142,5,109
142,6,93
142,7,98
142,8,91
142,9,74
142,10,64
142,11,88
142,12,81
142,13,90
142,14,77
142,15,92
142,16,100
142,17,124
142,18,140
142,19,118
142,20,123
142,21,137
143,0,105
143,1,93
143,2,113
143,3,107
143,4,130
143,5,140
143,6,154
143,7,163
143,8,179
143,9,165
143,10,152
143,11,139
143,12,149
143,13,171
143,14,195
143,15,185
143,16,179
143,17,168
143,18,183
143,19,207
143,20,201
143,21,215
143,22,212
143,23,201
143,24,223
143,25,213
144,0,112
144,1,116
144,2,102
144,3,105
144,4,87
144,5,77
144,6,73
144,7,98
144,8,117
144,9,139
144,10,136
144,11,152
144,12,177
144,13,193
144,14,210
144,15,220
144,16,242
144,17,224
144,18,209
144,19,213
144,20,190
144,21,178
144,22,182
144,23,180
144,24,203
144,25,211
144,26,221
144,27,240
144,28,265
144,29,274
144,30,266
144,31,250
145,0,117
145,1,116
145,2,109
145,3,112
145,4,115
145,5,99
145,6,119
145,7,105
145,8,116
145,9,116
145,10,92
145,11,73
145,12,61
145,13,82
145,14,90
145,15,109
145,16,88
